Ticker,Company,Sector,Revenue_2022,Revenue_2021,Revenue_2020
QFOR.TO,Q4 Inc.,Technology,5.6075053e-11,5.5387739e-11,4.0381179999999997e-11
QTRH.TO,Quarterhill Inc.,Technology,3.0569e-10,1.25695e-10,1.44526e-10
QBR-B.TO,Quebecor Inc.,Communication Services,4.531899999999999e-09,4.554399999999999e-09,4.3178e-09
BRSGF,Queen's Road Capital Investment Ltd.,Financial Services,1.6122019999999999e-12,3.878584e-12,6.8376296e-11
QEC.TO,Questerre Energy Corporation,Energy,5.1751e-11,3.0404e-11,2.1924e-11
QIPT,Quipt Home Medical Corp.,Healthcare,2.2174199999999997e-10,1.3986199999999999e-10,1.02351e-10
QSR.TO,Restaurant Brands International Inc.,Consumer Cyclical,6.505e-09,5.739e-09,4.968e-09
RSTRF,Restaurant Brands International Limited Partnership,Consumer Cyclical,6.505e-09,5.739e-09,4.968e-09
RBA,"RB Global, Inc.",Industrials,1.733808e-09,1.416971e-09,1.3772599999999999e-09
RS.TO,Real Estate Split Corp.,Financial Services,3.11998e-12,1.369635e-12,2.4282100000000004e-13
REAL.TO,Real Matters Inc.,Real Estate,1.63914e-10,3.39642e-10,5.041070000000001e-10
RVX.TO,Resverlogix Corp.,Healthcare,0.0,0.0,0.0
RCG.TO,RF Capital Group Inc.,Financial Services,3.53972e-10,3.28519e-10,8.0535e-11
RCH.TO,Richelieu Hardware Ltd.,Consumer Cyclical,1.8027870000000002e-09,1.4404159999999998e-09,1.12784e-09
RCI-B.TO,Rogers Communications Inc.,Communication Services,1.5396e-08,1.4655e-08,1.3916e-08
RSI.TO,Rogers Sugar Inc.,Consumer Defensive,1.104713e-09,1.0061340000000002e-09,8.93931e-10
ROOT.TO,Roots Corporation,Consumer Cyclical,2.72116e-10,2.7383399999999996e-10,2.40506e-10
RY.TO,Royal Bank of Canada,Financial Services,5.6256e-08,4.8775e-08,4.9536999999999996e-08
RUP.TO,Rupert Resources Ltd.,Basic Materials,0.0,0.0,0.0
RUS.TO,Russel Metals Inc.,Industrials,5.0706e-09,4.208499999999999e-09,2.6883000000000003e-09
RIFI.TO,Russell Investments Fixed Income Pool,Exchange Traded Fund,,,
RIIN.TO,Russell Investments Global Infrastructure Pool,Exchange Traded Fund,,,
RIRA.TO,Russell Investments Real Assets,Exchange Traded Fund,,,
RAY-A.TO,Stingray Group Inc.,Communication Services,3.23944e-10,2.8262599999999995e-10,2.47857e-10
SBN.TO,Mulvihill S Split Corp.,Financial Services,-2.1207799999999998e-12,3.355042e-12,-7.349949999999999e-13
SGLD.TO,Sabre Gold Mines Corp.,Basic Materials,0.0,0.0,0.0
SFC.TO,Sagicor Financial Company Ltd.,Financial Services,2.546366e-09,2.3553539999999998e-09,1.902962e-09
SSL.TO,Sandstorm Gold Ltd.,Basic Materials,1.48732e-10,1.1485999999999999e-10,9.302500000000001e-11
STC.TO,Sangoma Technologies Corporation,Technology,2.5253e-10,2.24352e-10,1.31383e-10
SAP.TO,Saputo Inc.,Consumer Defensive,1.7843e-08,1.5035e-08,1.4293999999999999e-08
SOIL.TO,Saturn Oil & Gas Inc.,Energy,3.71132e-10,1.16214e-10,7.549e-12
SIS.TO,Savaria Corporation,Industrials,7.89091e-10,6.60983e-10,3.54496e-10
SCY.TO,Scandium International Mining Corp.,Basic Materials,0.0,0.0,0.0
SEA.TO,Seabridge Gold Inc.,Basic Materials,0.0,0.0,0.0
SES.TO,Secure Energy Services Inc.,Industrials,8.002000000000001e-09,3.766e-09,1.8240000000000001e-09
SEC.TO,Senvest Capital Inc.,Financial Services,-2.6238200000000005e-10,1.039872e-09,3.54207e-10
SRB.L,Serabi Gold plc,Basic Materials,5.8709328e-11,6.3141437e-11,5.5830077999999996e-11
SVA.TO,Sernova Corp.,Healthcare,0.0,0.0,0.0
S.TO,Sherritt International Corporation,Basic Materials,1.7880000000000002e-10,1.102e-10,1.198e-10
SHOP.TO,Shopify Inc.,Technology,5.599863999999999e-09,4.611856e-09,2.929491e-09
SIA.TO,Sienna Senior Living Inc.,Healthcare,7.185900000000001e-10,6.684940000000001e-10,6.64233e-10
SMT.TO,Sierra Metals Inc.,Basic Materials,1.92119e-10,2.72014e-10,2.46888e-10
SGNL.TO,Signal Gold Inc.,Basic Materials,4.1771421999999995e-11,2.7798558e-11,4.158299000000001e-11
SBR.TO,Silver Bear Resources Plc,Basic Materials,3.9169165e-11,4.5315268e-11,5.1887094e-11
SVB.TO,"Silver Bull Resources, Inc.",Basic Materials,0.0,0.0,0.0
SVM.TO,Silvercorp Metals Inc.,Basic Materials,2.0812899999999997e-10,2.1792299999999998e-10,1.9210499999999998e-10
SIL.TO,SilverCrest Metals Inc.,Basic Materials,4.3509999999999994e-11,0.0,0.0
SKE.TO,Skeena Resources Limited,Basic Materials,0.0,0.0,0.0
SGR-UN.TO,Slate Grocery REIT,Real Estate,1.77485e-10,1.3827500000000002e-10,1.2612999999999998e-10
SOT-UN.TO,Slate Office REIT,Real Estate,1.96515e-10,1.7265e-10,1.8358600000000003e-10
ZZZ.TO,Sleep Country Canada Holdings Inc.,Consumer Cyclical,9.286570000000001e-10,9.201939999999999e-10,7.576989999999999e-10
SFTC.TO,Softchoice Corporation,Technology,9.28214e-10,9.03066e-10,8.367509999999999e-10
SLS.TO,Solaris Resources Inc.,Basic Materials,0.0,0.0,0.0
SOLG.TO,SolGold Plc,Basic Materials,0.0,0.0,0.0
XPL,Solitario Resources Corp.,Basic Materials,0.0,0.0,0.0
SFI.TO,Solution Financial Inc.,Industrials,1.537745e-11,2.0347916000000002e-11,2.0452133e-11
SHLE.TO,Source Energy Services Ltd.,Energy,4.15912e-10,3.1986100000000003e-10,2.49878e-10
SDE.TO,Spartan Delta Corp.,Energy,1.4751369999999998e-09,6.18839e-10,9.9713e-11
TOY.TO,Spin Master Corp.,Consumer Cyclical,2.0203e-09,2.0424000000000003e-09,1.5706e-09
SII.TO,Sprott Inc.,Financial Services,1.49283e-10,1.6141e-10,1.1045e-10
SSRM.TO,SSR Mining Inc.,Basic Materials,1.148033e-09,1.474199e-09,8.53089e-10
SAU.TO,St. Augustine Gold and Copper Limited,Basic Materials,0.0,0.0,0.0
SZLS.TO,StageZero Life Sciences Ltd.,Healthcare,3.795076e-12,5.068156e-12,4.15181e-12
STN.TO,Stantec Inc.,Industrials,5.677199999999999e-09,4.5768e-09,4.7301000000000004e-09
SAM.TO,Starcore International Mines Ltd.,Basic Materials,2.5679e-11,2.6799e-11,2.4819999999999998e-11
STLC.TO,Stelco Holdings Inc.,Basic Materials,3.463e-09,4.123e-09,1.5169999999999998e-09
SJ.TO,Stella-Jones Inc.,Basic Materials,3.065e-09,2.75e-09,2.551e-09
STEP.TO,STEP Energy Services Ltd.,Energy,9.89018e-10,5.36309e-10,3.6894499999999996e-10
STGO.TO,Steppe Gold Ltd.,Basic Materials,6.2366e-11,2.405e-11,5.8106000000000005e-11
SVI.TO,StorageVault Canada Inc.,Real Estate,2.6182828899999995e-10,2.08660678e-10,1.55463922e-10
SCR.TO,Strathcona Resources Ltd.,Energy,,,
SMC.TO,Sulliden Mining Capital Inc.,Basic Materials,0.0,0.0,0.0
SLF.TO,Sun Life Financial Inc.,Financial Services,2.3206999999999997e-08,3.569e-08,4.3337e-08
SU.TO,Suncor Energy Inc.,Energy,6.290700000000001e-08,4.1133e-08,2.4899999999999998e-08
SOY.TO,SunOpta Inc.,Consumer Defensive,9.34662e-10,8.126240000000001e-10,7.892129999999999e-10
SPB.TO,Superior Plus Corp.,Utilities,3.3798000000000003e-09,2.3925999999999998e-09,1.8069000000000002e-09
SXP.TO,Supremex Inc.,Consumer Cyclical,2.72467276e-10,2.2642994700000001e-10,2.04604433e-10
SGY.TO,Surge Energy Inc.,Energy,7.344699999999999e-10,4.14638e-10,2.15821e-10
SWP.TO,Swiss Water Decaffeinated Coffee Inc.,Consumer Defensive,1.76935e-10,1.2507600000000001e-10,9.757099999999999e-11
SXI.TO,Synex Renewable Energy Corporation,Utilities,2.202636e-12,3.3455400000000003e-12,3.532139e-12
TBL.TO,Taiga Building Products Ltd.,Basic Materials,2.192705e-09,2.219674e-09,1.589123e-09
TAIG.TO,Taiga Motors Corporation,Consumer Cyclical,3.2121e-12,0.0,0.0
TSK.TO,Talisker Resources Ltd.,Basic Materials,0.0,0.0,0.0
TLO.TO,Talon Metals Corp.,Basic Materials,0.0,0.0,0.0
TVE.TO,Tamarack Valley Energy Ltd.,Energy,1.461117e-09,7.010510000000001e-10,2.2207300000000001e-10
TKO.TO,Taseko Mines Limited,Basic Materials,3.9160899999999995e-10,4.33278e-10,3.43267e-10
TRP.TO,TC Energy Corporation,Energy,1.4977000000000002e-08,1.3387e-08,1.2999e-08
XTD.TO,TDb Split Corp.,Financial Services,1.921048e-12,1.8493854999999998e-11,-1.3928334e-11
TECK-B.TO,Teck Resources Limited,Basic Materials,1.7316e-08,1.2766e-08,8.948e-09
TCS.TO,Tecsys Inc.,Technology,1.52424e-10,1.372e-10,1.23101e-10
TSAT.TO,Telesat Corporation,Technology,7.59169e-10,7.582119999999999e-10,8.204679999999999e-10
T.TO,TELUS Corporation,Communication Services,1.8292e-08,1.6837999999999998e-08,1.5341e-08
TIXT.TO,TELUS International (Cda) Inc.,Technology,2.468e-09,2.194e-09,1.5820000000000001e-09
TNZ.TO,Tenaz Energy Corp.,Energy,3.4087e-11,1.7829999999999998e-11,8.614999999999999e-12
TGO.TO,TeraGo Inc.,Communication Services,2.7622000000000002e-11,4.3302999999999995e-11,4.5448000000000004e-11
TSND.TO,TerrAscend Corp.,Healthcare,2.47829e-10,1.9421e-10,1.32152e-10
TVK.TO,TerraVest Industries Inc.,Energy,6.783499999999999e-10,5.767039999999999e-10,3.07463e-10
TFII.TO,TFI International Inc.,Industrials,8.812491e-09,7.2204290000000006e-09,3.781134000000001e-09
TH.TO,Theratechnologies Inc.,Healthcare,8.005699999999999e-11,6.9823e-11,6.6053e-11
THNC.TO,Thinkific Labs Inc.,Technology,5.1476010000000003e-11,3.8116836e-11,2.1069587e-11
TRI.TO,Thomson Reuters Corporation,Industrials,6.627e-09,6.348e-09,5.984e-09
TWM.TO,Tidewater Midstream and Infrastructure Ltd.,Energy,2.8751999999999997e-09,1.6984e-09,9.79406e-10
TLRY.TO,"Tilray Brands, Inc.",Healthcare,6.27124e-10,6.28372e-10,5.13085e-10
TF.TO,Timbercreek Financial Corp.,Financial Services,1.4830600000000002e-10,1.16572e-10,1.25698e-10
TMD.TO,Titan Medical Inc.,Healthcare,0.0,2.0093e-11,2.0000000000000002e-11
TI.TO,Titan Mining Corporation,Basic Materials,6.2061e-11,5.5594e-11,3.263799999999999e-11
TTNMF,Titanium Transportation Group Inc.,Industrials,4.96374e-10,3.99443e-10,2.00742e-10
X.TO,TMX Group Limited,Financial Services,1.1165999999999998e-09,9.807000000000001e-10,8.651e-10
TPZ.TO,Topaz Energy Corp.,Energy,3.56735e-10,1.98614e-10,8.9643e-11
TXG.TO,Torex Gold Resources Inc.,Basic Materials,8.685e-10,8.558e-10,7.892e-10
TIH.TO,Toromont Industries Ltd.,Industrials,4.230735999999999e-09,3.886537e-09,3.478897e-09
TD.TO,The Toronto-Dominion Bank,Financial Services,5.2929e-08,4.5761999999999996e-08,4.2265999999999996e-08
TOT.TO,Total Energy Services Inc.,Energy,7.59813e-10,4.3157600000000004e-10,3.6575e-10
TXP.TO,Touchstone Exploration Inc.,Energy,4.2985999999999996e-11,2.9608000000000004e-11,1.9713000000000002e-11
TOU.TO,Tourmaline Oil Corp.,Energy,8.677648e-09,5.1215979999999995e-09,2.144071e-09
TA.TO,TransAlta Corporation,Utilities,2.976e-09,2.721e-09,2.101e-09
TRZ.TO,Transat A.T. Inc.,Consumer Cyclical,3.048352e-09,1.642038e-09,1.24818e-10
TCL-A.TO,Transcontinental Inc.,Consumer Cyclical,2.9406e-09,2.9560999999999997e-09,2.6434e-09
TML.TO,Treasury Metals Inc.,Basic Materials,0.0,0.0,0.0
TSL.TO,Tree Island Steel Ltd.,Basic Materials,3.38434e-10,3.0184800000000003e-10,2.15894e-10
TCW.TO,Trican Well Service Ltd.,Energy,8.66295e-10,5.624790000000001e-10,3.9701900000000003e-10
TCN.TO,Tricon Residential Inc.,Real Estate,8.05673e-10,4.966080000000001e-10,4.01072e-10
TMQ.TO,Trilogy Metals Inc.,Basic Materials,0.0,0.0,0.0
TFPM.TO,Triple Flag Precious Metals Corp.,Basic Materials,1.51885e-10,1.50421e-10,1.12588e-10
TSU.TO,Trisura Group Ltd.,Financial Services,5.26102e-10,3.49877e-10,2.26632e-10
TLG.TO,Troilus Gold Corp.,Basic Materials,0.0,0.0,0.0
TRX,TRX Gold Corporation,Basic Materials,3.8319999999999997e-11,1.5094e-11,0.0
TC.TO,Tucows Inc.,Technology,3.21142e-10,3.0433700000000003e-10,3.11202e-10
TVA-B.TO,TVA Group Inc.,Communication Services,5.944089999999999e-10,6.228339999999999e-10,5.08144e-10
TWC.TO,TWC Enterprises Limited,Consumer Cyclical,1.9080600000000003e-10,1.78417e-10,1.3180099999999998e-10
UNI.TO,Unisync Corp.,Consumer Cyclical,1.0359981100000001e-10,9.6306766e-11,8.6285179e-11
UNC.TO,United Corporations Limited,Financial Services,2.0379000000000003e-11,-2.1629999999999997e-11,4.88208e-10
URE.TO,Ur-Energy Inc.,Energy,1.8999999999999998e-14,1.6e-14,8.316000000000001e-12
URC.TO,Uranium Royalty Corp.,Energy,1.3854e-11,0.0,0.0
URB.TO,Urbana Corporation,Financial Services,2.344237e-11,6.970354600000001e-11,1.6000346e-11
VNP.TO,5N Plus Inc.,Basic Materials,2.64223e-10,2.0999000000000002e-10,1.77192e-10
VPH.TO,Valeo Pharma Inc.,Healthcare,5.391e-11,2.7745e-11,1.3557000000000001e-11
VLE.TO,Valeura Energy Inc.,Energy,0.0,3.126e-12,8.547e-12
VCM.TO,Vecima Networks Inc.,Technology,3.03437e-10,1.8681399999999998e-10,1.24177e-10
VLN.TO,Velan Inc.,Industrials,3.7042899999999997e-10,4.1124200000000004e-10,3.0206299999999996e-10
VET.TO,Vermilion Energy Inc.,Energy,3.721228e-09,2.226852e-09,1.2473979999999998e-09
VBNK.TO,VersaBank,Financial Services,1.0863500000000001e-10,8.239199999999999e-11,6.535700000000001e-11
VGCX.TO,Victoria Gold Corp.,Basic Materials,3.21843e-10,3.5645400000000003e-10,1.78747827e-10
VQS.TO,VIQ Solutions Inc.,Technology,4.5843929e-11,3.1046812e-11,3.1749693e-11
VGZ.TO,Vista Gold Corp.,Basic Materials,0.0,0.0,0.0
VHI.TO,Vitalhub Corp.,Healthcare,3.9970814e-11,2.4664592999999997e-11,1.3794192000000001e-11
VOXR,Vox Royalty Corp.,Basic Materials,8.508105000000001e-12,3.651717e-12,1.2622700000000002e-13
WJX.TO,Wajax Corporation,Industrials,1.962822e-09,1.637281e-09,1.4226479999999998e-09
WFC.TO,Wall Financial Corporation,Real Estate,1.44352178e-10,2.41048774e-10,1.9155843999999999e-10
WM.TO,Wallbridge Mining Company Limited,Basic Materials,0.0,0.0,0.0
WCN.TO,"Waste Connections, Inc.",Industrials,7.211859e-09,6.151361e-09,5.44599e-09
WELL.TO,WELL Health Technologies Corp.,Healthcare,5.691359999999999e-10,3.0232400000000003e-10,5.024e-11
WDO.TO,Wesdome Gold Mines Ltd.,Basic Materials,2.65483e-10,2.62907e-10,2.1546600000000002e-10
WFG.TO,West Fraser Timber Co. Ltd.,Basic Materials,9.701e-09,1.0518e-08,4.3730000000000005e-09
WRN.TO,Western Copper and Gold Corporation,Basic Materials,0.0,0.0,0.0
WRG.TO,Western Energy Services Corp.,Energy,2.00344e-10,1.3167800000000001e-10,1.0368399999999999e-10
WEF.TO,Western Forest Products Inc.,Basic Materials,1.444e-09,1.4177e-09,9.649e-10
WRX.TO,Western Resources Corp.,Basic Materials,0.0,0.0,0.0
WPRT.TO,Westport Fuel Systems Inc.,Consumer Cyclical,3.0569799999999997e-10,3.12412e-10,2.5249700000000003e-10
WTE.TO,Westshore Terminals Investment Corporation,Industrials,2.9195999999999994e-10,3.40471e-10,3.6841e-10
WPM.TO,Wheaton Precious Metals Corp.,Basic Materials,1.065053e-09,1.201665e-09,1.096224e-09
WCP.TO,Whitecap Resources Inc.,Energy,4.7804e-09,2.6940000000000004e-09,9.31898e-10
WILD.TO,WildBrain Ltd.,Communication Services,5.328709999999999e-10,5.07223e-10,4.5253399999999997e-10
WLLW.TO,Willow Biosciences Inc.,Healthcare,8.209999999999999e-13,1.3300000000000001e-13,1e-14
WCM-B.TO,Wilmington Capital Management Inc.,Financial Services,1.659e-12,1.871e-12,2.013e-12
WPK.TO,Winpak Ltd.,Consumer Cyclical,1.181133e-09,1.001994e-09,8.52493e-10
WSP.TO,WSP Global Inc.,Industrials,1.19329e-08,1.0279100000000001e-08,8.8039e-09
XAM.TO,Xanadu Mines Limited,Basic Materials,,,
XTG.TO,Xtra-Gold Resources Corp.,Basic Materials,0.0,0.0,0.0
XTRA.TO,Xtract One Technologies Inc.,Technology,4.111244e-12,3.619214e-12,1.081975e-12
Y.TO,Yellow Pages Limited,Communication Services,2.68278e-10,2.87646e-10,3.3353800000000005e-10
YRB.TO,Yorbeau Resources Inc.,Basic Materials,5.968409999999999e-13,8.20893e-13,8.17736e-13
